Word;Seq_num;Word Count;Word Proportion;Average Proportion;Std Dev;Doc Count;Negative;Positive;Uncertainty;Litigious;Strong_Modal;Weak_Modal;Constraining;Complexity;Syllables;Source
SCAVENGING;66840;696;2.7241442025437717e-08;1.5261796840603003e-08;1.3225955239434166e-06;376;0;0;0;0;0;0;0;0;3;12of12inf
SCENARIO;66841;184283;7.212837156284108e-06;7.2512115774551744e-06;4.798213840522041e-05;75671;0;0;0;0;0;0;0;0;4;12of12inf
SCENARIOS;66842;240439;9.410783159704339e-06;7.639962827001046e-06;4.2660182105681854e-05;94203;0;0;0;0;0;0;0;0;4;12of12inf
SCENARIST;66843;221;8.649940643134677e-09;1.0203783696121443e-08;3.0128206611431868e-06;44;0;0;0;0;0;0;0;0;3;12of12inf
SCENARISTS;66844;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;3;12of12inf
SCENE;66845;5395;2.1116031570005243e-07;1.9217919023922608e-07;5.853054855467326e-06;3124;0;0;0;0;0;0;0;0;1;12of12inf
SCENERIES;66846;7;2.7398002037078165e-10;6.070009866862939e-10;2.8534738028595247e-07;6;0;0;0;0;0;0;0;0;3;12of12inf
SCENERY;66847;759;2.9707262208774752e-08;3.7447853348977516e-08;5.528661101658044e-06;412;0;0;0;0;0;0;0;0;3;12of12inf
SCENES;66848;3772;1.476360909769412e-07;1.3872663790075146e-07;5.44090985183905e-06;2447;0;0;0;0;0;0;0;0;1;12of12inf
SCENIC;66849;5739;2.2462447670113083e-07;2.2970172358319256e-07;1.3076606471675893e-05;2552;0;0;0;0;0;0;0;0;2;12of12inf
SCENICALLY;66850;6;2.3484001746067e-10;6.5164498986913e-11;3.824231912116149e-08;4;0;0;0;0;0;0;0;0;4;12of12inf
SCENT;66851;4088;1.6000433189653648e-07;2.772475212127303e-07;2.153874587699537e-05;961;0;0;0;0;0;0;0;0;1;12of12inf
SCENTED;66852;1863;7.291782542153803e-08;7.91838724731997e-08;6.127895986483356e-06;659;0;0;0;0;0;0;0;0;2;12of12inf
SCENTING;66853;25;9.785000727527915e-10;1.1937023167058069e-09;4.056490310390328e-07;17;0;0;0;0;0;0;0;0;2;12of12inf
SCENTLESS;66854;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;2;12of12inf
SCENTS;66855;1079;4.2232063140010484e-08;4.609050827586772e-08;3.248927884643312e-06;577;0;0;0;0;0;0;0;0;1;12of12inf
SCEPTER;66856;1614;6.317196469692023e-08;6.227668147116437e-08;8.611165914479254e-06;266;0;0;0;0;0;0;0;0;2;12of12inf
SCEPTERS;66857;2;7.828000582022332e-11;1.1165634751655055e-10;1.2355606066645085e-07;1;0;0;0;0;0;0;0;0;2;12of12inf
SCEPTIC;66858;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;2;12of12inf
SCEPTICAL;66859;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;3;12of12inf
SCEPTICISM;66860;4;1.5656001164044664e-10;8.063228076992346e-11;5.5394273491128686e-08;4;0;0;0;0;0;0;0;0;4;12of12inf
SCEPTICISMS;66861;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;4;12of12inf
SCEPTICS;66862;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;2;12of12inf
SCEPTRE;66863;272;1.0646080791550372e-08;6.929978459715519e-09;1.1077346072135333e-06;116;0;0;0;0;0;0;0;0;2;12of12inf
SCEPTRES;66864;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;1;12of12inf
SCHEDULE;66865;6656255;0.00026052584007044534;0.00025616034914837017;0.0007152940729177764;717624;0;0;0;0;0;0;0;0;2;12of12inf
SCHEDULED;66866;2225788;8.711734879729163e-05;7.61425987167978e-05;0.00016857968682948188;531785;0;0;0;0;0;0;0;0;2;12of12inf
SCHEDULER;66867;2402;9.401428699008821e-08;6.407973530353659e-08;4.61128274451738e-06;1003;0;0;0;0;0;0;0;0;3;10K_2010
SCHEDULERS;66868;495;1.9374301440505273e-08;8.814544144759995e-09;7.669062297347894e-07;308;0;0;0;0;0;0;0;0;3;10K_2010
SCHEDULES;66869;1934573;7.571919284982346e-05;6.994341956189157e-05;0.00020754300166973483;446437;0;0;0;0;0;0;0;0;3;12of12inf
SCHEDULING;66870;142670;5.584104215185631e-06;4.395338063672993e-06;3.1479244009315284e-05;70280;0;0;0;0;0;0;0;0;3;12of12inf
SCHEMA;66871;623007;2.4384495793019936e-05;4.21150315187069e-05;0.00019590938113340204;368622;0;0;0;0;0;0;0;0;2;10K_2010
SCHEMATIC;66872;7643;2.9914704224198343e-07;1.3610389201297106e-07;5.592902975514408e-06;2916;0;0;0;0;0;0;0;0;3;12of12inf
SCHEMATICALLY;66873;105;4.109700305561725e-09;1.7226531154563675e-09;2.6846509126414765e-07;90;0;0;0;0;0;0;0;0;5;12of12inf
SCHEMATICS;66874;8000;3.131200232808933e-07;1.851713033862197e-07;5.02400264834762e-06;5023;0;0;0;0;0;0;0;0;3;12of12inf
SCHEME;66875;170084;6.657088254963432e-06;3.5243114766162457e-06;4.371268662488816e-05;59409;0;0;0;0;0;0;0;0;1;12of12inf
SCHEMED;66876;76;2.9746402211684866e-09;4.911537958740592e-09;8.555605508204279e-07;62;0;0;0;0;0;0;0;0;1;12of12inf
SCHEMER;66877;25;9.785000727527915e-10;1.3758818036195852e-09;5.72914858060307e-07;13;0;0;0;0;0;0;0;0;2;12of12inf
SCHEMERS;66878;59;2.309260171696588e-09;9.826290997809447e-10;2.2710917097635252e-07;29;0;0;0;0;0;0;0;0;2;12of12inf
SCHEMES;66879;44096;1.7259175683242839e-06;9.537722456884606e-07;1.1578277299690305e-05;24787;0;0;0;0;0;0;0;0;1;12of12inf
SCHEMING;66880;13;5.088200378314516e-10;4.0791916949298476e-10;1.6402455042900358e-07;12;0;0;0;0;0;0;0;0;2;12of12inf
SCHERZI;66881;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;2;12of12inf
SCHERZO;66882;2;7.828000582022332e-11;8.639439101268127e-11;6.760376887419635e-08;2;0;0;0;0;0;0;0;0;2;12of12inf
SCHERZOS;66883;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;2;12of12inf
SCHILLING;66884;3315;1.2974910964702018e-07;1.5280330864441443e-07;1.448423978539157e-05;905;0;0;0;0;0;0;0;0;2;12of12inf
SCHILLINGS;66885;880;3.444320256089827e-08;4.767342710570699e-08;7.428029529430904e-06;197;0;0;0;0;0;0;0;0;2;12of12inf
SCHISM;66886;71;2.778940206617928e-09;2.2062247816846634e-09;6.313340270480663e-07;29;0;0;0;0;0;0;0;0;2;12of12inf
SCHISMATIC;66887;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;3;12of12inf
SCHISMATICS;66888;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;3;12of12inf
SCHISMS;66889;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;2;12of12inf
SCHIST;66890;2981;1.1667634867504286e-07;9.590709875502083e-08;6.396636377251382e-06;879;0;0;0;0;0;0;0;0;1;12of12inf
SCHISTS;66891;916;3.585224266566228e-08;3.512766355053446e-08;2.362777374809889e-06;524;0;0;0;0;0;0;0;0;1;12of12inf
SCHIZO;66892;4;1.5656001164044664e-10;4.7715346741375804e-11;2.9329027246112053e-08;4;0;0;0;0;0;0;0;0;2;12of12inf
SCHIZOID;66893;3;1.17420008730335e-10;7.204566556409244e-11;5.3674712253947284e-08;3;0;0;0;0;0;0;0;0;2;12of12inf
SCHIZOIDS;66894;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;2;12of12inf
SCHIZOPHRENIA;66895;16443;6.435790678509661e-07;4.241369715973714e-07;1.6912301997656937e-05;2706;0;0;0;0;0;0;0;0;5;12of12inf
SCHIZOPHRENIAS;66896;6;2.3484001746067e-10;3.9342342742049103e-10;2.5137167657085065e-07;3;0;0;0;0;0;0;0;0;5;12of12inf
SCHIZOPHRENIC;66897;194;7.593160564561662e-09;4.2613638529003155e-09;5.504265793859164e-07;122;0;0;0;0;0;0;0;0;4;12of12inf
SCHIZOPHRENICS;66898;30;1.17420008730335e-09;8.1309410884584e-10;2.232649076150084e-07;24;0;0;0;0;0;0;0;0;4;12of12inf
SCHIZOS;66899;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;2;12of12inf
SCHLEMIEL;66900;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;2;12of12inf
SCHLEMIELS;66901;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;2;12of12inf
SCHLEP;66902;2;7.828000582022332e-11;1.9535652678976957e-10;1.5363017837863836e-07;2;0;0;0;0;0;0;0;0;1;12of12inf
SCHLEPP;66903;37;1.4481801076741316e-09;1.0169628764456003e-09;3.499611834310973e-07;18;0;0;0;0;0;0;0;0;1;12of12inf
SCHLEPPED;66904;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;1;12of12inf
SCHLEPPING;66905;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;2;12of12inf
SCHLEPPS;66906;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;1;12of12inf
SCHLEPS;66907;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;1;12of12inf
SCHLOCK;66908;3;1.17420008730335e-10;3.312245624827028e-11;2.3320362736479728e-08;3;0;0;0;0;0;0;0;0;1;12of12inf
SCHLOCKS;66909;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;1;12of12inf
SCHLOCKY;66910;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;2;12of12inf
SCHMALTZ;66911;232;9.080480675145906e-09;3.2927271078053238e-09;5.203933634797578e-07;75;0;0;0;0;0;0;0;0;1;12of12inf
SCHMALTZES;66912;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;2;12of12inf
SCHMALTZIER;66913;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;2;12of12inf
SCHMALTZIEST;66914;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;2;12of12inf
SCHMALTZY;66915;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;2;12of12inf
SCHMALZ;66916;629;2.4619061830460238e-08;5.3625337983507574e-08;1.1057260377996251e-05;122;0;0;0;0;0;0;0;0;1;12of12inf
SCHMALZES;66917;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;2;12of12inf
SCHMO;66918;1;3.914000291011166e-11;6.866970996309025e-12;7.598814611851349e-09;1;0;0;0;0;0;0;0;0;1;12of12inf
SCHMOE;66919;1;3.914000291011166e-11;7.536494331266618e-11;8.339692023942611e-08;1;0;0;0;0;0;0;0;0;1;12of12inf
SCHMOES;66920;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;1;12of12inf
SCHMOOZE;66921;5;1.957000145505583e-10;2.9840686082775357e-10;2.3431083441796567e-07;3;0;0;0;0;0;0;0;0;1;12of12inf
SCHMOOZED;66922;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;1;12of12inf
SCHMOOZES;66923;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;2;12of12inf
SCHMOOZING;66924;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;2;12of12inf
SCHMOS;66925;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;1;12of12inf
SCHMUCK;66926;69;2.700660200797705e-09;3.004007972008267e-09;6.729015068732286e-07;42;0;0;0;0;0;0;0;0;1;12of12inf
SCHMUCKS;66927;3;1.17420008730335e-10;2.8964317471799174e-11;2.2676458425094213e-08;2;0;0;0;0;0;0;0;0;1;12of12inf
SCHNAPPS;66928;51;1.996140148415695e-09;2.124700947169604e-09;1.0326291847885956e-06;21;0;0;0;0;0;0;0;0;1;12of12inf
SCHNAPS;66929;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;1;12of12inf
SCHNAUZER;66930;3;1.17420008730335e-10;2.132944096191247e-11;2.3602614272161307e-08;1;0;0;0;0;0;0;0;0;2;12of12inf
SCHNAUZERS;66931;3;1.17420008730335e-10;4.555469467560532e-11;3.80777961385382e-08;2;0;0;0;0;0;0;0;0;2;12of12inf
SCHNITZEL;66932;55;2.1527001600561417e-09;3.121416814405366e-09;1.8241950174586212e-06;7;0;0;0;0;0;0;0;0;2;12of12inf
SCHNITZELS;66933;5;1.957000145505583e-10;2.6888649663354873e-10;1.3402585531856829e-07;5;0;0;0;0;0;0;0;0;2;12of12inf
SCHNOOK;66934;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;1;12of12inf
SCHNOOKS;66935;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;1;12of12inf
SCHNOZ;66936;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;1;12of12inf
SCHNOZES;66937;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;2;12of12inf
SCHNOZZLE;66938;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;2;12of12inf
SCHNOZZLES;66939;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;2;12of12inf
SCHOLAR;66940;5723;2.2399823665456906e-07;1.8396258250550266e-07;6.613666279565965e-06;4557;0;0;0;0;0;0;0;0;2;12of12inf
SCHOLARLY;66941;1885;7.377890548556049e-08;5.3957369702990667e-08;4.105306144352763e-06;1157;0;0;0;0;0;0;0;0;3;12of12inf
SCHOLARS;66942;1255;4.912070365219014e-08;3.856942009452667e-08;3.883839687340773e-06;902;0;0;0;0;0;0;0;0;2;12of12inf
SCHOLARSHIP;66943;6720;2.630208195559504e-07;1.9103049871550137e-07;5.5998771343602285e-06;4255;0;0;0;0;0;0;0;0;3;12of12inf
SCHOLARSHIPS;66944;6400;2.504960186247146e-07;1.5448788086642313e-07;5.1170543441051355e-06;2638;0;0;0;0;0;0;0;0;3;12of12inf
SCHOLASTIC;66945;5870;2.2975181708235545e-07;1.9687636818670767e-07;1.4450907597876407e-05;1574;0;0;0;0;0;0;0;0;3;12of12inf
SCHOLASTICALLY;66946;1;3.914000291011166e-11;4.357349939899961e-11;4.8217320868339635e-08;1;0;0;0;0;0;0;0;0;5;12of12inf
SCHOLES;66947;99654;3.900457850004268e-06;4.424773621266889e-06;3.5402763116335094e-05;50632;0;0;0;0;0;0;0;0;2;10K_2009
SCHOOL;66948;497388;1.9467767767454622e-05;1.9024004706982948e-05;0.00015129648032990474;135607;0;0;0;0;0;0;0;0;1;12of12inf
SCHOOLBAG;66949;2;7.828000582022332e-11;3.24952559829716e-11;3.595841982032196e-08;1;0;0;0;0;0;0;0;0;2;12of12inf
SCHOOLBAGS;66950;6;2.3484001746067e-10;1.0758993080712259e-10;5.669790381103458e-08;6;0;0;0;0;0;0;0;0;2;12of12inf
SCHOOLBOOK;66951;176;6.888640512179653e-09;3.9420718915409686e-09;6.354284491331813e-07;85;0;0;0;0;0;0;0;0;2;12of12inf
SCHOOLBOOKS;66952;20;7.828000582022332e-10;4.89321691329215e-10;1.8685400899085095e-07;13;0;0;0;0;0;0;0;0;2;12of12inf
SCHOOLBOY;66953;14;5.479600407415633e-10;4.380499488532267e-10;1.3981956012597747e-07;14;0;0;0;0;0;0;0;0;2;12of12inf
SCHOOLBOYS;66954;1;3.914000291011166e-11;1.489402939461346e-11;1.6481352295497463e-08;1;0;0;0;0;0;0;0;0;2;12of12inf
SCHOOLCHILD;66955;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;2;12of12inf
SCHOOLCHILDREN;66956;75;2.9355002182583747e-09;2.2822226066424303e-09;3.910021855848833e-07;61;0;0;0;0;0;0;0;0;3;12of12inf
SCHOOLED;66957;157;6.144980456887531e-09;9.44490787267615e-09;2.2809965039321284e-06;114;0;0;0;0;0;0;0;0;1;12of12inf
SCHOOLFELLOW;66958;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;3;12of12inf
SCHOOLFELLOWS;66959;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;3;12of12inf
SCHOOLGIRL;66960;1;3.914000291011166e-11;1.1556540991934605e-11;1.2788172922118436e-08;1;0;0;0;0;0;0;0;0;2;12of12inf
SCHOOLGIRLS;66961;3;1.17420008730335e-10;1.9783111506539272e-10;2.114279110861851e-07;2;0;0;0;0;0;0;0;0;2;12of12inf
SCHOOLHOUSE;66962;2401;9.39751469871781e-08;9.679686378421837e-08;1.4028237976716563e-05;476;0;0;0;0;0;0;0;0;2;12of12inf
SCHOOLHOUSES;66963;1;3.914000291011166e-11;9.832103608669043e-12;1.087995458360729e-08;1;0;0;0;0;0;0;0;0;3;12of12inf
SCHOOLING;66964;1291;5.052974375695416e-08;5.102714236985788e-08;7.640876710891298e-06;773;0;0;0;0;0;0;0;0;2;12of12inf
SCHOOLINGS;66965;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;2;12of12inf
SCHOOLMARM;66966;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;2;12of12inf
SCHOOLMARMISH;66967;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;3;12of12inf
SCHOOLMARMS;66968;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;2;12of12inf
SCHOOLMASTER;66969;41;1.6047401193145782e-09;1.6337845779681374e-09;7.836914833150825e-07;12;0;0;0;0;0;0;0;0;3;12of12inf
SCHOOLMASTERS;66970;10;3.914000291011166e-10;2.2889261378282375e-10;8.378405652365011e-08;10;0;0;0;0;0;0;0;0;3;12of12inf
SCHOOLMATE;66971;11;4.305400320112283e-10;2.0809076312401661e-10;6.988593201608558e-08;11;0;0;0;0;0;0;0;0;2;12of12inf
SCHOOLMATES;66972;23;9.002200669325682e-10;3.557151887828045e-10;8.585551756778422e-08;23;0;0;0;0;0;0;0;0;2;12of12inf
SCHOOLMISTRESS;66973;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;3;12of12inf
SCHOOLMISTRESSES;66974;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;4;12of12inf
SCHOOLROOM;66975;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;2;12of12inf
SCHOOLROOMS;66976;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;2;12of12inf
SCHOOLS;66977;186993;7.31890656417051e-06;7.035946507119591e-06;0.00012055803925181082;44213;0;0;0;0;0;0;0;0;1;12of12inf
SCHOOLTEACHER;66978;40;1.5656001164044665e-09;1.8346067909213962e-09;4.7158004012048417e-07;27;0;0;0;0;0;0;0;0;3;12of12inf
SCHOOLTEACHERS;66979;40;1.5656001164044665e-09;1.643103521993337e-09;4.0409816561665633e-07;33;0;0;0;0;0;0;0;0;3;12of12inf
SCHOOLWORK;66980;10;3.914000291011166e-10;1.436543223251227e-10;5.592722739393378e-08;10;0;0;0;0;0;0;0;0;2;12of12inf
SCHOOLWORKS;66981;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;2;12of12inf
SCHOOLYARD;66982;21;8.219400611123449e-10;1.736339339832144e-09;5.012103759451509e-07;16;0;0;0;0;0;0;0;0;2;12of12inf
SCHOOLYARDS;66983;14;5.479600407415633e-10;9.563734673152292e-10;3.1605296838798645e-07;14;0;0;0;0;0;0;0;0;2;12of12inf
SCHOONER;66984;1219;4.771166354742612e-08;4.2933130645983946e-08;5.275777090225318e-06;289;0;0;0;0;0;0;0;0;2;12of12inf
SCHOONERS;66985;10;3.914000291011166e-10;2.842237258969675e-10;1.3130586479287356e-07;9;0;0;0;0;0;0;0;0;2;12of12inf
SCHROD;66986;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;1;12of12inf
SCHRODS;66987;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;1;12of12inf
SCHUSS;66988;32;1.2524800931235732e-09;2.563650660582761e-09;2.245569722800098e-06;12;0;0;0;0;0;0;0;0;1;12of12inf
SCHUSSBOOMER;66989;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;3;12of12inf
SCHUSSBOOMERS;66990;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;3;12of12inf
SCHUSSED;66991;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;1;12of12inf
SCHUSSES;66992;9;3.52260026191005e-10;1.4892534975793732e-10;6.167314042500911e-08;8;0;0;0;0;0;0;0;0;2;12of12inf
SCHUSSING;66993;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;2;12of12inf
SCHWA;66994;3;1.17420008730335e-10;4.5489502291471894e-11;3.341943552776376e-08;3;0;0;0;0;0;0;0;0;1;12of12inf
SCHWAS;66995;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;1;12of12inf
SCIATIC;66996;142;5.557880413235856e-09;2.7589826442818476e-09;5.030549071941222e-07;89;0;0;0;0;0;0;0;0;3;12of12inf
SCIATICA;66997;379;1.4834061102932321e-08;9.767510996419244e-09;1.335147253689864e-06;154;0;0;0;0;0;0;0;0;4;12of12inf
SCIATICAS;66998;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;4;12of12inf
SCIENCE;66999;385304;1.5080799681277665e-05;1.4055497316267476e-05;9.563569729424264e-05;125332;0;0;0;0;0;0;0;0;2;12of12inf
SCIENCES;67000;261629;1.0240159821369604e-05;8.723851673552718e-06;8.740482129616306e-05;65307;0;0;0;0;0;0;0;0;2;12of12inf
SCIENTIFIC;67001;633361;2.4789751383151234e-05;1.8510038734081593e-05;0.0001094121837124282;117729;0;0;0;0;0;0;0;0;4;12of12inf
SCIENTIFICALLY;67002;14804;5.79428603081293e-07;4.280753614554893e-07;7.357731198937892e-06;10859;0;0;0;0;0;0;0;0;5;12of12inf
SCIENTIST;67003;26941;1.0544708184013183e-06;1.0559171521876857e-06;2.0152156451102347e-05;12671;0;0;0;0;0;0;0;0;3;12of12inf
SCIENTISTS;67004;76279;2.9855602819804077e-06;2.3274731684237014e-06;2.3045404273300292e-05;36963;0;0;0;0;0;0;0;0;2;12of12inf
SCIMITAR;67005;228;8.923920663505459e-09;1.6722680968978002e-08;4.166946308985776e-06;75;0;0;0;0;0;0;0;0;3;12of12inf
SCIMITARS;67006;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;3;12of12inf
SCINTILLA;67007;764;2.990296222332531e-08;2.136193778491167e-08;4.678856493145599e-06;68;0;0;0;0;0;0;0;0;3;12of12inf
SCINTILLAS;67008;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;3;12of12inf
SCINTILLATE;67009;17;6.653800494718983e-10;4.70386450839522e-10;1.30199348259788e-07;17;0;0;0;0;0;0;0;0;3;12of12inf
SCINTILLATED;67010;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;4;12of12inf
SCINTILLATES;67011;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;3;12of12inf
SCINTILLATING;67012;27;1.0567800785730149e-09;1.4818811481054264e-09;3.935326425606065e-07;26;0;0;0;0;0;0;0;0;4;12of12inf
SCINTILLATION;67013;672;2.6302081955595038e-08;3.14464505836159e-08;5.853153884504965e-06;221;0;0;0;0;0;0;0;0;4;12of12inf
SCINTILLATIONS;67014;18;7.0452005238201e-10;5.137563141287441e-10;1.3876260251339326e-07;18;0;0;0;0;0;0;0;0;4;12of12inf
SCION;67015;4274;1.6728437243781725e-07;1.0836774257786623e-07;1.1029511705966786e-05;608;0;0;0;0;0;0;0;0;2;12of12inf
SCIONS;67016;4;1.5656001164044664e-10;1.2769376461403333e-10;1.0411563674575358e-07;4;0;0;0;0;0;0;0;0;1;12of12inf
SCISSOR;67017;2222;8.696908646626812e-08;7.822199590553277e-08;4.846749507208415e-06;959;0;0;0;0;0;0;0;0;2;12of12inf
SCISSORED;67018;4;1.5656001164044664e-10;4.190920897809754e-11;2.358048085789204e-08;4;0;0;0;0;0;0;0;0;2;12of12inf
SCISSORING;67019;17;6.653800494718983e-10;8.109433221876913e-10;2.269747436474501e-07;17;0;0;0;0;0;0;0;0;3;12of12inf
SCISSORS;67020;1988;7.781032578530199e-08;1.0310565306569273e-07;7.090988193226388e-06;1001;0;0;0;0;0;0;0;0;2;12of12inf
SCLEROSES;67021;21;8.219400611123449e-10;5.468910736547705e-10;1.6414792401240648e-07;19;0;0;0;0;0;0;0;0;3;12of12inf
SCLEROSIS;67022;24603;9.629614915974772e-07;7.470788612442755e-07;1.6449174321401438e-05;8089;0;0;0;0;0;0;0;0;3;12of12inf
SCLEROTIC;67023;73;2.8572202124381513e-09;1.6861699314875275e-09;3.926277935509589e-07;38;0;0;0;0;0;0;0;0;3;12of12inf
SCOFF;67024;14;5.479600407415633e-10;2.936671703054733e-10;1.4730139771116229e-07;13;0;0;0;0;0;0;0;0;1;12of12inf
SCOFFED;67025;3;1.17420008730335e-10;2.1163689910010202e-10;1.5288315080430746e-07;3;0;0;0;0;0;0;0;0;1;12of12inf
SCOFFER;67026;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;2;12of12inf
SCOFFERS;67027;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;2;12of12inf
SCOFFING;67028;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;2;12of12inf
SCOFFLAW;67029;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;2;12of12inf
SCOFFLAWS;67030;24;9.3936006984268e-10;1.5420008082123646e-09;3.710727246617837e-07;24;0;0;0;0;0;0;0;0;2;12of12inf
SCOFFS;67031;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;1;12of12inf
SCOLD;67032;1;3.914000291011166e-11;1.5911437423011217e-11;1.760719001879048e-08;1;0;0;0;0;0;0;0;0;1;12of12inf
SCOLDED;67033;1;3.914000291011166e-11;4.496501077722997e-11;4.9757131797952945e-08;1;0;0;0;0;0;0;0;0;2;12of12inf
SCOLDING;67034;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;2;12of12inf
SCOLDINGS;67035;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;2;12of12inf
SCOLDS;67036;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;1;12of12inf
SCOLIOSES;67037;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;4;12of12inf
SCOLIOSIS;67038;1726;6.755564502285273e-08;6.747700126407098e-08;6.521434576705944e-06;483;0;0;0;0;0;0;0;0;4;12of12inf
SCOLLOP;67039;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;2;12of12inf
SCOLLOPED;67040;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;2;12of12inf
SCOLLOPING;67041;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;3;12of12inf
SCOLLOPS;67042;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;2;12of12inf
SCONCE;67043;139;5.440460404505521e-09;1.9392597547771423e-09;3.4848929237488645e-07;65;0;0;0;0;0;0;0;0;1;12of12inf
SCONCES;67044;312;1.2211680907954838e-08;8.357283934503456e-09;1.0990148499681095e-06;181;0;0;0;0;0;0;0;0;2;12of12inf
SCONE;67045;45;1.761300130955025e-09;6.37458777924008e-10;3.3619577737698476e-07;14;0;0;0;0;0;0;0;0;1;12of12inf
SCONES;67046;134;5.244760389954963e-09;5.837218160356219e-09;1.1510533844476497e-06;90;0;0;0;0;0;0;0;0;1;12of12inf
SCOOP;67047;7222;2.826691010168264e-07;2.6375892760012734e-07;1.5259765634429422e-05;1657;0;0;0;0;0;0;0;0;1;12of12inf
SCOOPABLE;67048;596;2.332744173442655e-08;2.5745773237414148e-08;3.4114772785945365e-06;168;0;0;0;0;0;0;0;0;3;10K_2010
SCOOPED;67049;137;5.362180398685298e-09;4.0822446375636125e-09;5.840761711311937e-07;99;0;0;0;0;0;0;0;0;1;12of12inf
